"STATE/UT","CRIME HEAD","YEAR","Below 18 Years","Between 18-30 Years","Between 30-45 Years","Between 45-60 Years","Above 60 Years","Total"
"RAJASTHAN","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"SIKKIM","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"TAMIL NADU","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"TRIPURA","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"UTTAR PRADESH","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"UTTARAKHAND","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"WEST BENGAL","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"TOTAL (STATES)","OTHER SECTIONS OF IT ACT",2010,0,10,5,2,0,17
"A & N ISLANDS","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"CHANDIGARH","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"D & N HAVELI","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"DAMAN & DIU","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"DELHI","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"LAKSHADWEEP","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"PUDUCHERRY","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"TOTAL (UTs)","OTHER SECTIONS OF IT ACT",2010,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","OTHER SECTIONS OF IT ACT",2010,0,10,5,2,0,17
"ANDHRA PRADESH","TOTAL IT ACT",2010,0,25,46,10,0,81
"ARUNACHAL PRADESH","TOTAL IT ACT",2010,0,0,2,0,0,2
"ASSAM","TOTAL IT ACT",2010,0,0,4,0,0,4
"BIHAR","TOTAL IT ACT",2010,0,2,0,0,0,2
"CHHATTISGARH","TOTAL IT ACT",2010,0,4,3,0,0,7
"GOA","TOTAL IT ACT",2010,0,1,1,0,0,2
"GUJARAT","TOTAL IT ACT",2010,0,24,19,2,0,45
"HARYANA","TOTAL IT ACT",2010,0,0,0,0,0,0
"HIMACHAL PRADESH","TOTAL IT ACT",2010,0,9,9,2,0,20
"JAMMU & KASHMIR","TOTAL IT ACT",2010,0,0,2,0,0,2
"JHARKHAND","TOTAL IT ACT",2010,0,0,0,0,0,0
"KARNATAKA","TOTAL IT ACT",2010,2,56,30,5,2,95
"KERALA","TOTAL IT ACT",2010,1,61,40,3,0,105
"MADHYA PRADESH","TOTAL IT ACT",2010,1,27,20,1,0,49
"MAHARASHTRA","TOTAL IT ACT",2010,5,88,43,7,0,143
"MANIPUR","TOTAL IT ACT",2010,0,0,0,0,0,0
"MEGHALAYA","TOTAL IT ACT",2010,0,0,0,0,0,0
"MIZORAM","TOTAL IT ACT",2010,0,0,0,0,0,0
"NAGALAND","TOTAL IT ACT",2010,0,0,0,0,0,0
"ORISSA","TOTAL IT ACT",2010,0,8,9,5,2,24
"PUNJAB","TOTAL IT ACT",2010,0,15,17,1,1,34
"RAJASTHAN","TOTAL IT ACT",2010,0,21,14,0,0,35
"SIKKIM","TOTAL IT ACT",2010,0,0,0,0,0,0
"TAMIL NADU","TOTAL IT ACT",2010,0,28,10,4,2,44
"TRIPURA","TOTAL IT ACT",2010,0,0,0,0,0,0
"UTTAR PRADESH","TOTAL IT ACT",2010,7,40,15,2,0,64
"UTTARAKHAND","TOTAL IT ACT",2010,0,5,6,0,0,11
"WEST BENGAL","TOTAL IT ACT",2010,0,0,2,1,0,3
"TOTAL (STATES)","TOTAL IT ACT",2010,16,414,292,43,7,772
"A & N ISLANDS","TOTAL IT ACT",2010,0,0,0,0,0,0
"CHANDIGARH","TOTAL IT ACT",2010,0,2,0,0,0,2
"D & N HAVELI","TOTAL IT ACT",2010,0,0,0,0,0,0
"DAMAN & DIU","TOTAL IT ACT",2010,0,0,0,0,0,0
"DELHI","TOTAL IT ACT",2010,0,17,6,2,0,25
"LAKSHADWEEP","TOTAL IT ACT",2010,0,0,0,0,0,0
"PUDUCHERRY","TOTAL IT ACT",2010,0,0,0,0,0,0
"TOTAL (UTs)","TOTAL IT ACT",2010,0,19,6,2,0,27
"TOTAL (ALL-INDIA)","TOTAL IT ACT",2010,16,433,298,45,7,799
"ANDHRA PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"ARUNACHAL PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"ASSAM","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"BIHAR","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"CHHATTISGARH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"GOA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"GUJARAT","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"HARYANA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"HIMACHAL PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"JAMMU & KASHMIR","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"JHARKHAND","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"KARNATAKA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"KERALA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"MADHYA PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"MAHARASHTRA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"MANIPUR","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"MEGHALAYA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"MIZORAM","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"NAGALAND","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"ORISSA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"PUNJAB","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"RAJASTHAN","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"SIKKIM","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"TAMIL NADU","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"TRIPURA","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"UTTAR PRADESH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"UTTARAKHAND","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"WEST BENGAL","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"TOTAL (STATES)","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"A & N ISLANDS","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"CHANDIGARH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"D & N HAVELI","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"DAMAN & DIU","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"DELHI","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"LAKSHADWEEP","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"PUDUCHERRY","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"TOTAL (UTs)","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2010,0,0,0,0,0,0
"ANDHRA PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"ARUNACHAL PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"ASSAM","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"BIHAR","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"CHHATTISGARH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"GOA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"GUJARAT","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"HARYANA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"HIMACHAL PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"JAMMU & KASHMIR","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"JHARKHAND","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"KARNATAKA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"KERALA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,1,1,0,0,2
"MADHYA PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,2,0,0,2
"MAHARASHTRA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"MANIPUR","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"MEGHALAYA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"MIZORAM","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"NAGALAND","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"ORISSA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"PUNJAB","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"RAJASTHAN","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"SIKKIM","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"TAMIL NADU","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"TRIPURA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"UTTAR PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"UTTARAKHAND","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"WEST BENGAL","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"TOTAL (STATES)","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,1,3,0,0,4
"A & N ISLANDS","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"CHANDIGARH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"D & N HAVELI","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"DAMAN & DIU","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"DELHI","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"LAKSHADWEEP","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"PUDUCHERRY","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"TOTAL (UTs)","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2010,0,1,3,0,0,4
"ANDHRA PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"ARUNACHAL PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"ASSAM","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"BIHAR","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"CHHATTISGARH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"GOA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"GUJARAT","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"HARYANA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"HIMACHAL PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"JAMMU & KASHMIR","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"JHARKHAND","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"KARNATAKA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"KERALA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"MADHYA PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"MAHARASHTRA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"MANIPUR","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"MEGHALAYA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"MIZORAM","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"NAGALAND","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"ORISSA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"PUNJAB","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"RAJASTHAN","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"SIKKIM","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"TAMIL NADU","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"TRIPURA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"UTTAR PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"UTTARAKHAND","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"WEST BENGAL","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"TOTAL (STATES)","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"A & N ISLANDS","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"CHANDIGARH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"D & N HAVELI","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"DAMAN & DIU","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"DELHI","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"LAKSHADWEEP","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"PUDUCHERRY","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"TOTAL (UTs)","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2010,0,0,0,0,0,0
"ANDHRA PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,11,36,31,0,78
"ARUNACHAL PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"ASSAM","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"BIHAR","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"CHHATTISGARH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,7,23,7,0,37
"GOA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"GUJARAT","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,3,6,2,0,11
"HARYANA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"HIMACHAL PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"JAMMU & KASHMIR","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"JHARKHAND","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"KARNATAKA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,10,6,0,0,16
"KERALA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"MADHYA PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,4,2,0,0,6
"MAHARASHTRA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,11,20,6,0,37
"MANIPUR","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"MEGHALAYA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"MIZORAM","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"NAGALAND","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"ORISSA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"PUNJAB","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,1,16,0,0,17
"RAJASTHAN","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,2,1,0,0,3
"SIKKIM","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"TAMIL NADU","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,6,6,2,0,14
"TRIPURA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"UTTAR PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,15,9,0,0,24
"UTTARAKHAND","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"WEST BENGAL","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,4,6,4,0,14
"TOTAL (STATES)","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,74,131,52,0,257
"A & N ISLANDS","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"CHANDIGARH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"D & N HAVELI","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"DAMAN & DIU","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"DELHI","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"LAKSHADWEEP","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"PUDUCHERRY","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"TOTAL (UTs)","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2010,0,74,131,52,0,257
"ANDHRA PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,9,18,9,0,36
"ARUNACHAL PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"ASSAM","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"BIHAR","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"CHHATTISGARH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,1,3,1,0,5
"GOA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"GUJARAT","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,3,2,0,0,5
"HARYANA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"HIMACHAL PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"JAMMU & KASHMIR","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"JHARKHAND","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"KARNATAKA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,1,0,4,1,0,6
"KERALA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,1,1,0,0,2
"MADHYA PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"MAHARASHTRA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,17,5,1,1,24
"MANIPUR","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"MEGHALAYA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"MIZORAM","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"NAGALAND","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"ORISSA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,3,0,0,0,3
"PUNJAB","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,2,8,3,0,13
"RAJASTHAN","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"SIKKIM","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"TAMIL NADU","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,2,1,0,0,3
"TRIPURA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
"UTTAR PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2010,0,0,0,0,0,0
